T1_true,T1_pred,T2_true,T2_pred,T3_true,T3_pred,T4_true,T4_pred,T5_true,T5_pred
-1.92658719,-1.92011450427573,-1.996485131,-2.01441822490556,-2.071638433,-2.08215339114927,-2.152902075,-2.13316167267944,-2.2413583,-2.1729579723617
-1.937738511,-1.91667761880475,-2.014467034,-2.03863049809067,-2.097575757,-2.12149957677435,-2.188222768,-2.1814785030636,-2.287913228,-2.22690050797449
-2.010402168,-1.916761556615,-2.103999198,-2.12161686857028,-2.207269842,-2.23846106865957,-2.322446666,-2.31398251959655,-2.452637164,-2.36680853802905
-1.754672117,-1.77229722671806,-1.832684078,-1.88017214180808,-1.917300788,-1.95245187245752,-2.009744915,-2.00425924534235,-2.111613597,-2.04321316247198
-1.967732753,-1.79516161689028,-2.048849703,-1.9551899236464,-2.137132128,-2.06003891570453,-2.2339697,-2.13405144755178,-2.341200204,-2.18908707849164
-2.0057436,-1.93905742533644,-2.101251858,-2.1339431910171,-2.206854522,-2.24719692679269,-2.324940325,-2.32122659080366,-2.458861125,-2.37340168659507
-1.768747205,-1.82453396478699,-1.860056545,-1.95960590342231,-1.970005642,-2.0452135325206,-2.104363624,-2.10432299532869,-2.272392163,-2.14758830120783
-2.128785799,-2.04834342612424,-2.174191687,-2.1683520113277,-2.221757743,-2.24737709110925,-2.271699816,-2.30335081948566,-2.324267819,-2.34507534393175
-1.949454123,-1.70796566896994,-2.016223358,-1.82551034404303,-2.087771726,-1.91700566913191,-2.164836485,-1.99024702852342,-2.248339863,-2.05020200792635
-2.018109917,-1.94644737219698,-2.042955287,-2.09218678655596,-2.068433711,-2.18853319148795,-2.094578294,-2.25695817562377,-2.12142481,-2.30806300253359
-2.057872475,-2.02298542671081,-2.125765205,-2.12223914996348,-2.198605285,-2.19819443146817,-2.277170814,-2.25819322795097,-2.362439243,-2.30678565903591
-1.931196241,-1.7550212621832,-2.021381748,-2.0229059534269,-2.12051423,-2.17565858713618,-2.230566377,-2.27437321479758,-2.354245076,-2.34341498829099
-1.971582918,-1.84947060643,-2.069474111,-2.09116182899133,-2.177998271,-2.22551456660095,-2.299749989,-2.31104131326503,-2.438407226,-2.37026579236664
-1.963245649,-1.86499653962713,-2.025536147,-2.0168710510718,-2.091966023,-2.12628532824163,-2.163124831,-2.2088617664837,-2.239737804,-2.27339597081609
-1.826848159,-1.77465407561975,-1.864706362,-1.89023732824756,-1.904054396,-1.97776970513454,-1.945014339,-2.04635770640274,-1.98772392,-2.10155074598739
-1.662294075,-1.71540498850416,-1.745925209,-1.89395673237339,-1.837194123,-2.01152731899372,-1.93763739,-2.09480031510046,-2.049307674,-2.15687327983955
-1.58291011,-1.69768616804489,-1.72793054,-1.92184314803116,-1.886845252,-2.04893671035066,-2.058616189,-2.1307913657977,-2.236635789,-2.18791176734993
-1.728812614,-1.77424308293098,-1.847036501,-2.0007998375053,-1.981134989,-2.13307662909402,-2.136042295,-2.2197881762367,-2.319424092,-2.28101889291699
-1.71085632,-1.81363281736371,-1.77949492,-1.91464043078383,-1.853194274,-1.9901738716062,-1.932760472,-2.04879100309032,-2.019208993,-2.09560207460466
-1.8272902,-1.76074186842515,-1.856573279,-1.81356723413336,-1.886739793,-1.85853764531516,-1.917844706,-1.89728383177148,-1.949948281,-1.93101455716951
-1.60556949,-1.51069739383444,-1.725120829,-1.75549749795362,-1.853947659,-1.90831504299469,-1.991918118,-2.01279333725386,-2.137130876,-2.08873643784821
-1.84321404,-1.76865129277153,-1.955571116,-1.98739709830559,-2.082169259,-2.1191819223283,-2.227149752,-2.20726337110258,-2.396772703,-2.27028947080962
-1.917007198,-1.98016912399292,-1.98846996,-2.05883366733255,-2.065435407,-2.11835433001973,-2.148822188,-2.16496143831827,-2.239800124,-2.20244621550755
-1.750268166,-1.83741790705518,-1.810424143,-1.89988998437863,-1.874431799,-1.95197168837626,-1.942818313,-1.99605670170743,-2.016227098,-2.03385490167758
-2.008225676,-2.10760452390914,-2.077720024,-2.19745143094046,-2.152406936,-2.26621300126066,-2.233125497,-2.32053212204062,-2.320936199,-2.36452665829075
-1.859198128,-1.82455034210739,-1.943080454,-2.006009862713,-2.034648651,-2.11815445253977,-2.135454567,-2.19433102632259,-2.247573371,-2.24945204182992
-2.070309063,-1.97137445052771,-2.111509591,-2.24762900992622,-2.154480817,-2.38486762799768,-2.199381804,-2.46692857326672,-2.246394059,-2.52151891018503
-1.90107893,-1.86608812325868,-2.088854837,-2.20987587989891,-2.299897817,-2.37760224740447,-2.531573108,-2.47694323596331,-2.761040743,-2.54263953808465
-1.930565568,-1.81757858258397,-2.10278408,-2.19701414720884,-2.294606598,-2.39041684700791,-2.504615097,-2.50766523314266,-2.719197283,-2.58634030125157
-1.875797859,-1.81087066476505,-1.988969118,-2.11078892100474,-2.116602164,-2.27997344288166,-2.262942113,-2.38860788011759,-2.434430137,-2.46426388712773
-1.956057308,-1.91860930425573,-2.036446309,-2.1158557107812,-2.123867096,-2.24588898007787,-2.21966879,-2.33806299216989,-2.325630372,-2.40681046250877
-2.052268324,-2.02562989329966,-2.132178279,-2.18028186446849,-2.219032788,-2.28422167287947,-2.314154759,-2.35887944220877,-2.419285289,-2.41510150599818
-2.023642735,-1.9727453606555,-2.14341734,-2.21555832754098,-2.279515165,-2.3550670288434,-2.437098031,-2.44563323782525,-2.624244527,-2.50916855353488
-2.315824463,-2.10473262231074,-2.384136967,-2.28430169440842,-2.457460474,-2.40481491445438,-2.536588749,-2.49129129813873,-2.622520511,-2.55636623627887
-2.002195749,-1.92832684106347,-2.065699438,-2.02443433810706,-2.137142095,-2.09646709912024,-2.218020642,-2.15246421492333,-2.310337032,-2.1972441413785
-1.915786135,-1.98331217600708,-1.957950923,-2.01976338054652,-2.001972143,-2.05103947897761,-2.048020824,-2.07816957392102,-2.096292778,-2.10192662995387
-1.535419298,-1.57394728851548,-1.595766185,-1.66375117098762,-1.659990034,-1.73426121178854,-1.728623401,-1.7910922895544,-1.802316721,-1.83787271346493
-1.770901517,-1.76891098269665,-1.85058191,-1.90818981222162,-1.937165267,-1.99581447888307,-2.031962065,-2.05602548251316,-2.136695471,-2.09994724831119
-1.663646758,-1.67021094774749,-1.772040661,-1.88398132830941,-1.893628416,-2.02431158655742,-2.032072957,-2.1234991640274,-2.192812279,-2.19732447025239
-1.672458906,-1.73555509132445,-1.789194597,-1.91669186790119,-1.921381015,-2.02454882142672,-2.073741204,-2.09611291377665,-2.253561448,-2.14706423276923
-1.810400387,-1.72907482018637,-1.931067443,-1.95171703251411,-2.068319126,-2.07951379475868,-2.227451821,-2.16242915490294,-2.416790162,-2.2205744199644
-1.700175922,-1.60963578855841,-1.774772394,-1.79235109099565,-1.860751293,-1.9109290966053,-1.960752557,-1.99409822219388,-2.078543993,-2.05565843704867
-2.048458007,-2.10701422333752,-2.125581398,-2.23876466518581,-2.209153625,-2.33465789591907,-2.300352376,-2.4075789427869,-2.400710661,-2.46489970503795
-1.85358197,-1.76798146402087,-1.938373358,-1.93051076331326,-2.03102604,-2.04077640724108,-2.133148065,-2.12049559804908,-2.246897679,-2.1808174607537
-1.971443465,-1.88365058006721,-2.121351925,-2.17062431202399,-2.287696108,-2.30734275860555,-2.470878225,-2.38732929713736,-2.666506361,-2.43982822833402
-2.049961737,-2.02336405692559,-2.16077997,-2.18613696705942,-2.28542731,-2.29069473306973,-2.427854042,-2.3635303438453,-2.593989616,-2.41717883832944
-1.898658287,-1.94107805492189,-1.978691792,-2.05001457879617,-2.065692293,-2.11955702464499,-2.160989422,-2.16780203508333,-2.266333987,-2.20323391109503
-1.813686111,-1.85233034850272,-1.899318697,-1.97770051798121,-1.992976833,-2.0623814347751,-2.096321884,-2.1234160603142,-2.211591288,-2.16949553877109
-2.027682186,-1.92398459887829,-2.117751268,-2.15501077126505,-2.216743078,-2.29386117473863,-2.326621849,-2.38652617838718,-2.450081564,-2.45276359742818
-1.731574426,-1.7020871673236,-1.821761166,-1.87347015819243,-1.920895139,-1.97848251553801,-2.030949124,-2.04942446343821,-2.154630144,-2.10056250671829
-1.763742219,-1.72987583946104,-1.838388654,-1.86385720624586,-1.919059934,-1.95734043741758,-2.006814679,-2.02627680691017,-2.10301763,-2.07921256752849
-1.783585095,-1.75589563666754,-1.863440963,-1.90007476660221,-1.950231575,-2.00109571557866,-2.045276901,-2.07581414363299,-2.150313802,-2.13331903385776
-1.917076464,-1.89405238063696,-2.021079996,-2.06519797692388,-2.137169388,-2.17991519945816,-2.268527445,-2.26216217185142,-2.419787672,-2.3240156498244
-1.934728347,-1.90451943648234,-2.045456086,-2.15810623808852,-2.169988916,-2.30106710533001,-2.312266103,-2.39282953465429,-2.478198112,-2.45672003627988
-1.880304959,-1.81959648706041,-1.941011018,-1.94411737438966,-1.991535365,-2.03053441710376,-2.03008393,-2.09401641859541,-2.055138434,-2.14262408995057
-1.830735436,-1.77848288583144,-1.894394111,-1.86619879452515,-1.946319182,-1.92712959024691,-1.98439696,-1.97191898825478,-2.006907101,-2.00623073278212
-1.843072051,-1.94668120097872,-1.946772619,-2.1586662153002,-2.062484587,-2.28354579798776,-2.193359466,-2.36585770023212,-2.343979069,-2.42419765984303
-1.753113152,-1.68804527857949,-1.854112269,-1.89573397489738,-1.96647017,-2.02320141305344,-2.09306936,-2.10940330522637,-2.238051228,-2.1715863614257
-2.371766782,-1.97481974836305,-2.447157861,-2.08218517145781,-2.528699611,-2.15395335853706,-2.617485485,-2.20531009687934,-2.714929225,-2.24387919211687
-2.29613802,-1.89387992013494,-2.383699247,-2.17154405371168,-2.479669647,-2.32107172156783,-2.58583769,-2.41453241669646,-2.704631053,-2.47848181331475
-1.876987983,-1.88289995134782,-1.972783184,-2.07001778583208,-2.078736824,-2.18234868360448,-2.197261759,-2.25726111812568,-2.331747832,-2.3107821774328
-1.589336278,-1.484995590445,-1.680762722,-1.70352791752115,-1.781396843,-1.83526238265035,-1.893303126,-1.92334297667814,-2.019329089,-1.98638444005375
-1.798919287,-1.78649623278145,-1.849883618,-1.9228063366605,-1.90452063,-2.01758241630588,-1.963620275,-2.08729823718464,-2.028370113,-2.14073240949387
-1.967928046,-1.79439867278245,-2.045147282,-1.93089443989557,-2.128832075,-2.03060747129142,-2.220164906,-2.10664019934519,-2.320685603,-2.16653296847534
-1.813064662,-1.6554202496454,-1.929270656,-1.92041026272526,-2.060778073,-2.08010880060789,-2.212236474,-2.1868697066556,-2.390800977,-2.26327264571594
-1.655911262,-1.75946812516736,-1.7442301,-1.93378573529116,-1.841111491,-2.05374656647895,-1.948395736,-2.14134567764586,-2.068588648,-2.20812212074221
-1.962125499,-2.01313420795846,-2.020862459,-2.08955161585736,-2.083265929,-2.1504503925093,-2.149824311,-2.20012191835272,-2.221130602,-2.2414088899776
-1.719949542,-1.91221932427622,-1.790875784,-2.0469357647541,-1.867219224,-2.14228528126441,-1.949876308,-2.21332368999606,-2.039986241,-2.26829770129594
-2.048105396,-2.22887762763526,-2.095075414,-2.27448283692482,-2.144360814,-2.31280213147037,-2.19620176,-2.34545241465424,-2.250877835,-2.37360501519013
-1.902147736,-1.94711516118337,-1.959719678,-2.08605234508515,-2.020809724,-2.19442115590127,-2.085875987,-2.28131021347101,-2.155472334,-2.35252965271164
-1.628295016,-1.54545996553947,-1.789520558,-1.84763448171504,-1.967269517,-2.01463028196725,-2.159318397,-2.12057525087425,-2.352940558,-2.19377439565929
-2.214217382,-2.03347754494474,-2.310318968,-2.24630736852368,-2.412919771,-2.37556391024049,-2.523100881,-2.46239438329968,-2.642251543,-2.52474215394685
-1.667107323,-1.74866108456248,-1.748348674,-1.86888554738166,-1.836778484,-1.95358561818122,-1.933793444,-2.01648025532953,-2.041241534,-2.06502934650926
-1.43724209,-1.4416458334821,-1.531605015,-1.6050912660512,-1.635808992,-1.70836037971047,-1.752148232,-1.77951969996805,-1.883826374,-1.83153002372615
-1.69537399,-1.70916212943207,-1.79863971,-1.90190981037559,-1.913810407,-2.01713591007123,-2.043993074,-2.09377814345537,-2.19369616,-2.14843687702327
-1.115420987,-1.33363370270622,-1.209984002,-1.55906026035672,-1.314432074,-1.69472124160434,-1.431075725,-1.78533122002816,-1.5631441,-1.85013577177954
-1.81029401,-1.67200001368732,-1.876803934,-1.83609366648488,-1.948054607,-1.95418790930513,-2.024774085,-2.04324686851053,-2.107872194,-2.11280661162052
-1.985504814,-1.9096712751239,-2.049930337,-1.99776119167065,-2.118794083,-2.06651309164746,-2.192753085,-2.12166491721407,-2.272622023,-2.16688886507037
-2.060155338,-2.01611694955286,-2.164171409,-2.2030705766768,-2.280276427,-2.32314589449752,-2.411654498,-2.4067842033548,-2.562941275,-2.46838623564637
-1.948979788,-1.93626234398928,-2.100858588,-2.16445566294932,-2.266595832,-2.30210471041419,-2.443627524,-2.39417835270262,-2.620888555,-2.46009646342086
-1.728226426,-1.76588963036733,-1.751485004,-1.79103410637373,-1.775297451,-1.81472306044795,-1.799690791,-1.83708007684728,-1.824694076,-1.85821382496631
-2.014091863,-1.78808083819025,-2.092756866,-1.92363260463216,-2.17814249,-2.02157507922463,-2.271505249,-2.09565378489494,-2.374490722,-2.15364288221186
-1.464379153,-1.43459623302986,-1.583073615,-1.65692586248615,-1.717778063,-1.78591818684852,-1.87349496,-1.87015254634692,-2.05801335,-1.92948046365044
